11, 1.0666, 0.1691, 0.0073, 1
9, 1.0669, 0.1677, 0.0007, 1
4, 1.0688, 0.1684, 0.0027, 1
3, 1.0894, 0.1692, 0.0044, 1
7, 1.0940, 0.1691, 0.0052, 1
5, 1.0968, 0.1696, 0.0118, 1
2, 1.1116, 0.1693, 0.0020, 1
6, 1.1117, 0.1697, 0.0027, 1
8, 1.1146, 0.1703, 0.0029, 1
14, 1.1163, 0.1694, 0.0030, 1
10, 1.1387, 0.1701, 0.0046, 1
