8, 2.0963, 0.1882, 0.0004, 0
11, 2.1536, 0.1836, 0.0004, 0
1, 2.1709, 0.1859, 0.0006, 0
10, 2.1906, 0.1819, 0.0001, 0
5, 2.2479, 0.1894, 0.0005, 0
4, 2.2564, 0.1861, 0.0005, 0
13, 2.2611, 0.1855, 0.0002, 0
6, 2.2632, 0.1824, 0.0001, 0
12, 2.3225, 0.1854, 0.0002, 0
3, 2.3576, 0.1841, 0.0011, 0
14, 2.4269, 0.1865, 0.0016, 0
